participantId,trialId,Condition,responsePrompt,answer,Sentiments,Tags,Index
5e63cacbe43f28152567f42b,Post Study Survey,Post Study Survey,"Please comment on the text descriptions. Did you miss anything in the text description? If yes, do you have suggestions for what should be included?","I think I had a tendency to scan over the text rather than read it carefully, perhaps it was too long and could have been summarised more succinctly.",,"Too much text/ information,Difficult to parse long sentences,""Less text, less complexity""",74
611116ac01f43eeeb3cdeff3,Post Study Survey,Post Study Survey,Do you have any other comments?,,,,140
5f4fc497a3b4320c8928639e,Post Study Survey,Post Study Survey,Do you have any other comments?,Fun survey.,,Talks about survey itself,105
5aebc4ac75deca00016252ea,Post Study Survey,Post Study Survey,"Please comment on the text descriptions. Did you miss anything in the text description? If yes, do you have suggestions for what should be included?",The text description works great and easy to read.,Positive,Easy to read,34
5efb49177e130c0785b93842,Post Study Survey,Post Study Survey,Do you have any other comments?,No,,,100
66ce0e269e0d2cd124df4887,Post Study Survey,Post Study Survey,"Please comment on the text descriptions. Did you miss anything in the text description? If yes, do you have suggestions for what should be included?","No, I think the text descriptions are short and to the point. ",,"comment on text description,concise",414
6315ffdb9876ded7feefaf07,Post Study Survey,Post Study Survey,"Please comment on the text descriptions. Did you miss anything in the text description? If yes, do you have suggestions for what should be included?",The text descriptions were slightly too long which may lead to a risk of readers missing information.,Negative,"Too much text/ information,""too long, can make readers miss information""",159
652d36620eca7decc5bd4466,Post Study Survey,Post Study Survey,"Please comment on the text descriptions. Did you miss anything in the text description? If yes, do you have suggestions for what should be included?",No I just had to go back and reread to make sure what I am looking at is accurate.,,"Difficult to parse information,reread required",179
65da51b212ad91d9df1913fd,Post Study Survey,Post Study Survey,"Please comment on the text descriptions. Did you miss anything in the text description? If yes, do you have suggestions for what should be included?",I don't think so.,,,194
5ecc0077922a5d0a247e79ac,Post Study Survey,Post Study Survey,Do you have any other comments?,,,,80
65da51b212ad91d9df1913fd,Post Study Survey,Post Study Survey,Do you have any other comments?,,,,195
5c6c260dce4e560001f75731,Post Study Survey,Post Study Survey,"Please comment on the text descriptions. Did you miss anything in the text description? If yes, do you have suggestions for what should be included?",--,,,49
5ee1cf1e0df8e55c6b9e1f1a,Post Study Survey,Post Study Survey,"Please comment on the text descriptions. Did you miss anything in the text description? If yes, do you have suggestions for what should be included?",The text descriptions were very descriptive and complete,,Fine in terms of presenting information,94
66a51057a123a32824a9a9e0,Post Study Survey,Post Study Survey,Do you have any other comments?,,,,325
66cdd1ad42828e8da522ddb1,Post Study Survey,Post Study Survey,Do you have any other comments?,add colour in the questions as well.,,"Talks about survey itself,suggests adding color in the questions",410
6658bba67f3c13a15a86d803,Post Study Survey,Post Study Survey,"Please comment on the text descriptions. Did you miss anything in the text description? If yes, do you have suggestions for what should be included?",No,,,214
610f7244c65ae4e57858a700,Post Study Survey,Post Study Survey,"Please comment on the text descriptions. Did you miss anything in the text description? If yes, do you have suggestions for what should be included?",The text descriptions were very helpful overall.,Positive,Helpful,134
66469f5d40d395a527be84c8,Post Study Survey,Post Study Survey,"Please comment on the text descriptions. Did you miss anything in the text description? If yes, do you have suggestions for what should be included?",I had a great experience with this study. It is something new.,,"Talks about survey itself,learnt something new/ educative",204
5ecc0077922a5d0a247e79ac,Post Study Survey,Post Study Survey,"Please comment on the text descriptions. Did you miss anything in the text description? If yes, do you have suggestions for what should be included?",The text description should also include the smallest intersections. It should also state if there is an intersection containing all the sets.,,Missing information about smallest intersections,79
66a51057a123a32824a9a9e0,Post Study Survey,Post Study Survey,"Please comment on the text descriptions. Did you miss anything in the text description? If yes, do you have suggestions for what should be included?","NO, JUST THE UPSET WAS DIFFICULT",,upset are confusing,324
668221ef283ed3e39954487f,Post Study Survey,Post Study Survey,"Please comment on the text descriptions. Did you miss anything in the text description? If yes, do you have suggestions for what should be included?",Easy to read and understand the diagram,,,284
66bff58ff2d1a5f273431584,Post Study Survey,Post Study Survey,Do you have any other comments?,,,,370
5955a3eb98c9c400019f5c5f,Post Study Survey,Post Study Survey,"Please comment on the text descriptions. Did you miss anything in the text description? If yes, do you have suggestions for what should be included?",The text descriptions were better for me personally because I prefer textual information.,Positive,Preference on Text Description,14
6695703cec19c758ec8dbd7c,Post Study Survey,Post Study Survey,"Please comment on the text descriptions. Did you miss anything in the text description? If yes, do you have suggestions for what should be included?",I did not miss anything. They were a bit wordy.,,"Too much text/ information,Insight about Text Description",304
603d90a1cd5c8ec6df906814,Post Study Survey,Post Study Survey,"Please comment on the text descriptions. Did you miss anything in the text description? If yes, do you have suggestions for what should be included?","No, I did not miss anything",,,119
6664661dece3c191d9dd5ab2,Post Study Survey,Post Study Survey,Do you have any other comments?,,,,240
66469f5d40d395a527be84c8,Post Study Survey,Post Study Survey,Do you have any other comments?,Thank you for the study opportunity.,Positive,,205
66cdd1ad42828e8da522ddb1,Post Study Survey,Post Study Survey,"Please comment on the text descriptions. Did you miss anything in the text description? If yes, do you have suggestions for what should be included?",Add an additional practice question. To practice a little longer.,,"Talks about survey itself,suggest adding additional practice question",409
611116ac01f43eeeb3cdeff3,Post Study Survey,Post Study Survey,"Please comment on the text descriptions. Did you miss anything in the text description? If yes, do you have suggestions for what should be included?",Nothing that I noticed.,,,139
6131597390b9cf1cfc3e8a76,Post Study Survey,Post Study Survey,Do you have any other comments?,,,,145
62bb4c95ca36f792585cb4b5,Post Study Survey,Post Study Survey,Do you have any other comments?,no,,,155
66a90befd4b58c2cfb86e72a,Post Study Survey,Post Study Survey,Do you have any other comments?,,,,330
5ed7b0c59a2ae024836e32d5,Post Study Survey,Post Study Survey,Do you have any other comments?,,,,90
66bcc667ba1619c089fecbbb,Post Study Survey,Post Study Survey,"Please comment on the text descriptions. Did you miss anything in the text description? If yes, do you have suggestions for what should be included?","The text descriptions were not necessarily difficult to read, just less convenient than the visual depictions. It would be nice if the text description explicitly stated whether or not there was an all-set intersection, even if it happens to list one. ",,"Easy to parse information from vis than only text,Insight about Text Description",354
66bff58ff2d1a5f273431584,Post Study Survey,Post Study Survey,"Please comment on the text descriptions. Did you miss anything in the text description? If yes, do you have suggestions for what should be included?","Did not miss anything, perhaps short point form instead of sentences?",,"Insight about Text Description,concise,short bullet points instead of sentences",369
6664661dece3c191d9dd5ab2,Post Study Survey,Post Study Survey,"Please comment on the text descriptions. Did you miss anything in the text description? If yes, do you have suggestions for what should be included?",In the first example it was confusing when saying there are 18 sets but only 8 included in the plot. I didn't know what that meant,,"Insight about Text Description,Confusing",239
6668c49e07ce221e29f2bc5a,Post Study Survey,Post Study Survey,Do you have any other comments?,"Having both text description and data visualization combined works the best since the people who can read UpSet plots well will use the plot to extract information, but the people who do not understand UpSet plots as clear can use the text description to help them get information about the dataset.",,"Preference on Text and Vis both,marking combined strategy as a good way to visualize data for visually impaired",245
652d36620eca7decc5bd4466,Post Study Survey,Post Study Survey,Do you have any other comments?,I learnt something new today.,,learnt something new/ educative,180
6655a626a0a93488c8fb143b,Post Study Survey,Post Study Survey,"Please comment on the text descriptions. Did you miss anything in the text description? If yes, do you have suggestions for what should be included?",they were just a lot more difficult to interpret,,Difficult to parse information,209
66ba5f3894e5b3812210f9bb,Post Study Survey,Post Study Survey,"Please comment on the text descriptions. Did you miss anything in the text description? If yes, do you have suggestions for what should be included?","I didn't miss anything in the text descriptions, but they took longer to read than it took me to interpret the diagrams alone.",,Too much text/ information,349
6659e2efdb732dbd7f707a98,Post Study Survey,Post Study Survey,Do you have any other comments?,,,,225
66c5f3b24507c79830b451a7,Post Study Survey,Post Study Survey,Do you have any other comments?,,,,395
66962f162372082a3647f572,Post Study Survey,Post Study Survey,Do you have any other comments?,"There's a steep learning curves with all these options, and this might engender a lack of confidence which deters people from learning them.",,whole process is hard,315
5deb9c5a4de9422935efe5e7,Post Study Survey,Post Study Survey,Do you have any other comments?,interesting task,,Talks about survey itself,60
628254ec789e78a3dcd22d99,Post Study Survey,Post Study Survey,"Please comment on the text descriptions. Did you miss anything in the text description? If yes, do you have suggestions for what should be included?",It was perfect and easy to understand. It's hard to think of a way to make it much better.,,"Fine in terms of presenting information,Easy to understand",149
5c6c260dce4e560001f75731,Post Study Survey,Post Study Survey,Do you have any other comments?,--,,,50
6681577c9263349cc005ad9b,Post Study Survey,Post Study Survey,Do you have any other comments?,no comment,,,280
66bcc667ba1619c089fecbbb,Post Study Survey,Post Study Survey,Do you have any other comments?,"No, thank you for your time! This is a cool visualization I have never encountered before. ",,"Likes concept format of UpSet plot,comment on upset",355
66ba287d1cd394ac6c21a43c,Post Study Survey,Post Study Survey,Do you have any other comments?,,,,345
66c5d1accc092f147f94b363,Post Study Survey,Post Study Survey,Do you have any other comments?,no,,,390
66becf77a87578f124f8a036,Post Study Survey,Post Study Survey,"Please comment on the text descriptions. Did you miss anything in the text description? If yes, do you have suggestions for what should be included?","In the text descriptions, it was hard to identify if there was an ""all-set"" intersection present. In one of the examples, there were 18 sets, only 8 of which were shown. This makes it very hard to identify the data because the text does not allow you to come to a decision about the entire database but only which are described in the text. If the information about all 18 sets were written in the text, you could use process of elimination to get to your answer. Without all of that information, you can not use a process of elimination, hence, will need to simply guess your answer which is not ideal.",,"Insight about Text Description,Difficult to parse information",364
5e63cacbe43f28152567f42b,Post Study Survey,Post Study Survey,Do you have any other comments?,,,,75
6672eb5ae4c4aa0c62b18d46,Post Study Survey,Post Study Survey,Do you have any other comments?,,,,265
6689878009ea0b87ff9b6ddc,Post Study Survey,Post Study Survey,Do you have any other comments?,,,,300
5ba855d47c0ebe0001272f70,Post Study Survey,Post Study Survey,"Please comment on the text descriptions. Did you miss anything in the text description? If yes, do you have suggestions for what should be included?",They contained enough information to answer the questions.,,Fine in terms of presenting information,39
666cb540cd1f9d9f05c12105,Post Study Survey,Post Study Survey,Do you have any other comments?,,,,255
66c4d2c2713b223511e4e676,Post Study Survey,Post Study Survey,Do you have any other comments?,No,,,375
5f4fc497a3b4320c8928639e,Post Study Survey,Post Study Survey,"Please comment on the text descriptions. Did you miss anything in the text description? If yes, do you have suggestions for what should be included?","The infomation seemed to be there, but it takes more thought to grasp the meaning of it compared to having a visual plot.",,"Fine in terms of presenting information,Difficult to parse information",104
60188c50141a9415c30301e0,Post Study Survey,Post Study Survey,"Please comment on the text descriptions. Did you miss anything in the text description? If yes, do you have suggestions for what should be included?",I don't think I missed anything.  The key points were in the descriptions.,,Fine in terms of presenting information,114
597fe89a1b41a20001749f57,Post Study Survey,Post Study Survey,"Please comment on the text descriptions. Did you miss anything in the text description? If yes, do you have suggestions for what should be included?",I think they were largely fine they way they were,Positive,Fine in terms of presenting information,19
669eb09f44fd00f288eb8eb6,Post Study Survey,Post Study Survey,Do you have any other comments?,,,,320
665c72ef8e6e166f13aee9f6,Post Study Survey,Post Study Survey,"Please comment on the text descriptions. Did you miss anything in the text description? If yes, do you have suggestions for what should be included?",less complex example,,less complex,229
5bf60707345b9b00016f0e97,Post Study Survey,Post Study Survey,Do you have any other comments?,I enjoyed the study!,Positive,,45
5ee1cf1e0df8e55c6b9e1f1a,Post Study Survey,Post Study Survey,Do you have any other comments?,,,,95
610f7244c65ae4e57858a700,Post Study Survey,Post Study Survey,Do you have any other comments?,,,,135
61080d1c39e080da7841eade,Post Study Survey,Post Study Survey,Do you have any other comments?,"I honestly have no idea if I did this properly, but I hope I helped.  Thank you.",,,130
667ae30569196599fa6b0ba9,Post Study Survey,Post Study Survey,"Please comment on the text descriptions. Did you miss anything in the text description? If yes, do you have suggestions for what should be included?",I didn't find that anything was missing.,,concise,274
5dff767f69a117bc2fbd4be8,Post Study Survey,Post Study Survey,"Please comment on the text descriptions. Did you miss anything in the text description? If yes, do you have suggestions for what should be included?",The text descriptions were very precise but the amount of text felt overwhelming,Negative,"Too much text/ information,Fine in terms of presenting information",64
66bce91186a8da8151c30f61,Post Study Survey,Post Study Survey,"Please comment on the text descriptions. Did you miss anything in the text description? If yes, do you have suggestions for what should be included?",The text descriptions were okay.,,"concise,Insight about Text Description",359
62bb4c95ca36f792585cb4b5,Post Study Survey,Post Study Survey,"Please comment on the text descriptions. Did you miss anything in the text description? If yes, do you have suggestions for what should be included?",no,,,154
667ae30569196599fa6b0ba9,Post Study Survey,Post Study Survey,Do you have any other comments?,,,,275
66c5feea08e0368a0da64d38,Post Study Survey,Post Study Survey,"Please comment on the text descriptions. Did you miss anything in the text description? If yes, do you have suggestions for what should be included?",Everything was clear,Positive,,399
6658bba67f3c13a15a86d803,Post Study Survey,Post Study Survey,Do you have any other comments?,I'm not great at interpreting data but I can read it... if that makes sense.,,,215
574dc90512d86b000f833ab0,Post Study Survey,Post Study Survey,Do you have any other comments?,,,,5
5bf60707345b9b00016f0e97,Post Study Survey,Post Study Survey,"Please comment on the text descriptions. Did you miss anything in the text description? If yes, do you have suggestions for what should be included?",I think the text description could benefit from more formatting. It's difficult to parse the long sentences.,,"More formatting needed,Difficult to parse long sentences",44
61080d1c39e080da7841eade,Post Study Survey,Post Study Survey,"Please comment on the text descriptions. Did you miss anything in the text description? If yes, do you have suggestions for what should be included?","I felt like they perhaps has more information than I needed.  I found myself mostly just reading the sets and the intersections, rather than absording anything else there.",Negative,Too much text/ information,129
666cb540cd1f9d9f05c12105,Post Study Survey,Post Study Survey,"Please comment on the text descriptions. Did you miss anything in the text description? If yes, do you have suggestions for what should be included?",I found the text descriptions very easy and I didn't have issues answering the questions.,,"Insight about Text Description,Easy to parse information",254
6681577c9263349cc005ad9b,Post Study Survey,Post Study Survey,"Please comment on the text descriptions. Did you miss anything in the text description? If yes, do you have suggestions for what should be included?",I have already made my suggestions,,,279
5755c957eb80c4000741a9ce,Post Study Survey,Post Study Survey,"Please comment on the text descriptions. Did you miss anything in the text description? If yes, do you have suggestions for what should be included?","The text descriptions didn't seem to cover all cases, ignoring the tail events, which is fine if you're only interested in the big overlaps but it means you might be missing some more subtle overlaps. ",,"Some more overlaps might be missing,Good for highlighting significant overlaps",9
6684445f6894372c54825fd4,Post Study Survey,Post Study Survey,"Please comment on the text descriptions. Did you miss anything in the text description? If yes, do you have suggestions for what should be included?",I think the text descriptions conveyed everything they needed to. I had no issue finding the info I need for the questions in the text.,,"Insight about Text Description,concise,Easy to parse information",294
6684445f6894372c54825fd4,Post Study Survey,Post Study Survey,Do you have any other comments?,,,,295
5dff767f69a117bc2fbd4be8,Post Study Survey,Post Study Survey,Do you have any other comments?,I normally struggle with graphs and infographics so I was pleasantly surprised by how intuitive this felt by the end,Positive,"Easy to read,Preference on Text and Vis both,Easy to parse information,intuitive",65
659ea43fea7c0cc45bbe771f,Post Study Survey,Post Study Survey,"Please comment on the text descriptions. Did you miss anything in the text description? If yes, do you have suggestions for what should be included?",I didn't miss anything in the text description.,,,189
666ffa40c99c2f9c3a47e3e4,Post Study Survey,Post Study Survey,"Please comment on the text descriptions. Did you miss anything in the text description? If yes, do you have suggestions for what should be included?",I didn't miss anything,,,259
669eb09f44fd00f288eb8eb6,Post Study Survey,Post Study Survey,"Please comment on the text descriptions. Did you miss anything in the text description? If yes, do you have suggestions for what should be included?","While it is necessary to include the number of sets in the study and those visualized, I wonder if it would be better to mention this figure elsewhere in the description rather than in the start (it made me think that x number of sets were in the study, which I had to correct in my mind when continuing the sentence)",,"Confusing,Insight about Text Description,re-formating request",319
66ccc8f8819490330c532373,Post Study Survey,Post Study Survey,"Please comment on the text descriptions. Did you miss anything in the text description? If yes, do you have suggestions for what should be included?","I found it a lot to interpret and look through, it was easy to get lost.",,"Insight about Text Description,Difficult to parse information",404
668221ef283ed3e39954487f,Post Study Survey,Post Study Survey,Do you have any other comments?,,,,285
6695703cec19c758ec8dbd7c,Post Study Survey,Post Study Survey,Do you have any other comments?,,,,305
641ecfa9f83175a3d9f63636,Post Study Survey,Post Study Survey,"Please comment on the text descriptions. Did you miss anything in the text description? If yes, do you have suggestions for what should be included?","I do not think I missed anything in the text descriptions, but as mentioned before, I am more of a ""visual"" learner. The task with only text descriptions took me a bit longer to parse.",,"visually sound people prefer vis,Difficult to parse information",169
653ad51a96ba72b4243e5c07,Post Study Survey,Post Study Survey,"Please comment on the text descriptions. Did you miss anything in the text description? If yes, do you have suggestions for what should be included?",I think the only thing I may miss is the no intersection and all intersection description of the data. I do not think it should be in the final paragraph of the text but rather in the paragraph when you introduce the 5 biggest intersections.,,"Insight about Text Description,no set/ all set should be at intersection properties",184
5dd71896670d1a6af9f20eee,Post Study Survey,Post Study Survey,"Please comment on the text descriptions. Did you miss anything in the text description? If yes, do you have suggestions for what should be included?","The text descriptions were crucial for me, I don't think I missed anything in them but they steered me in the right direction.",,"Fine in terms of presenting information,Combined format helps improve correctness",54
666ffa40c99c2f9c3a47e3e4,Post Study Survey,Post Study Survey,Do you have any other comments?,,,,260
653ad51a96ba72b4243e5c07,Post Study Survey,Post Study Survey,Do you have any other comments?,,,,185
6008793f0294554adc85c346,Post Study Survey,Post Study Survey,"Please comment on the text descriptions. Did you miss anything in the text description? If yes, do you have suggestions for what should be included?",nothing specific,,,109
66c4dee716f98496f9638591,Post Study Survey,Post Study Survey,"Please comment on the text descriptions. Did you miss anything in the text description? If yes, do you have suggestions for what should be included?","The text descriptions were good for answering the questions, but harder to get the full picture off first glance like you can with the visualization ",,"difficult to get big picture,Insight about Text Description",379
6672eb5ae4c4aa0c62b18d46,Post Study Survey,Post Study Survey,"Please comment on the text descriptions. Did you miss anything in the text description? If yes, do you have suggestions for what should be included?",need to be more summarized or more clear to the point,,Too much text/ information,264
663e5c83c1599fe4e23d98ae,Post Study Survey,Post Study Survey,Do you have any other comments?,,,,200
597fe89a1b41a20001749f57,Post Study Survey,Post Study Survey,Do you have any other comments?,no,,,20
5ed7b0c59a2ae024836e32d5,Post Study Survey,Post Study Survey,"Please comment on the text descriptions. Did you miss anything in the text description? If yes, do you have suggestions for what should be included?",I didn't miss anything.,,,89
659ea43fea7c0cc45bbe771f,Post Study Survey,Post Study Survey,Do you have any other comments?,No comments.,,,190
6659e2efdb732dbd7f707a98,Post Study Survey,Post Study Survey,"Please comment on the text descriptions. Did you miss anything in the text description? If yes, do you have suggestions for what should be included?","Some of the text description seemed pointless, such as the information about the median.",,"Insight about Text Description,pointless information",224
5efb49177e130c0785b93842,Post Study Survey,Post Study Survey,"Please comment on the text descriptions. Did you miss anything in the text description? If yes, do you have suggestions for what should be included?",,,,99
650b604dbf69c1cada1ba416,Post Study Survey,Post Study Survey,Do you have any other comments?,,,,175
63ea445c759d5bf0e3f63739,Post Study Survey,Post Study Survey,Do you have any other comments?,,,,165
60188c50141a9415c30301e0,Post Study Survey,Post Study Survey,Do you have any other comments?,Not at the moment,,,115
6131597390b9cf1cfc3e8a76,Post Study Survey,Post Study Survey,"Please comment on the text descriptions. Did you miss anything in the text description? If yes, do you have suggestions for what should be included?",Nope the text descriptions were well written and generally easy for me to understand,Positive,Fine in terms of presenting information,144
66ade2c28a85033cab570717,Post Study Survey,Post Study Survey,"Please comment on the text descriptions. Did you miss anything in the text description? If yes, do you have suggestions for what should be included?",No,,,334
66c5feea08e0368a0da64d38,Post Study Survey,Post Study Survey,Do you have any other comments?,no,,,400
665c72ef8e6e166f13aee9f6,Post Study Survey,Post Study Survey,Do you have any other comments?,nil,,,230
6678757b671f246b4c1b4f6c,Post Study Survey,Post Study Survey,"Please comment on the text descriptions. Did you miss anything in the text description? If yes, do you have suggestions for what should be included?",Really hard to understand with just text descriptions,,"Insight about Text Description,Difficult to parse information",269
5997043dbbe84800017964a7,Post Study Survey,Post Study Survey,"Please comment on the text descriptions. Did you miss anything in the text description? If yes, do you have suggestions for what should be included?",no,,,24
5755c957eb80c4000741a9ce,Post Study Survey,Post Study Survey,Do you have any other comments?,"I'd not seen this kind of chart before, but it seems absolutely fantastic for charts that have rather large numbers of sets and I'm going to experiment with this later.",Positive,"Insight about Vis,Likes concept format of UpSet plot",10
603d90a1cd5c8ec6df906814,Post Study Survey,Post Study Survey,Do you have any other comments?,,,,120
5deb9c5a4de9422935efe5e7,Post Study Survey,Post Study Survey,"Please comment on the text descriptions. Did you miss anything in the text description? If yes, do you have suggestions for what should be included?",It was harder to process the information. The visuals were immediately obvious and easy to read. the text over complicated it. I think all the information was there but unavoidably complex looking. i had to read several times to get it right.,Negative,"Fine in terms of presenting information,Difficult to parse information,Preference on Vis",59
6315ffdb9876ded7feefaf07,Post Study Survey,Post Study Survey,Do you have any other comments?,,,,160
6658cf093c3b7a255aeae9eb,Post Study Survey,Post Study Survey,"Please comment on the text descriptions. Did you miss anything in the text description? If yes, do you have suggestions for what should be included?",I thought it was very confusing. It was hard to picture what it would look like on the visualised graph.,,"Confusing,Difficult to parse information",219
5a893c8cf49c9a0001f3a221,Post Study Survey,Post Study Survey,"Please comment on the text descriptions. Did you miss anything in the text description? If yes, do you have suggestions for what should be included?",The text descriptions contained the necessary amount of info needed in order to answer the questions.,,Fine in terms of presenting information,29
6695703cec19c758ec8dbd7c,Organizations-Text-Q3,Text,What are your insights and take-aways from the description of this data?,The largest set is UPU with 225 members and the smallest is SAARC with only 16. There are no countries who are members of all 8 organizations.,,"Low level data observation,Insight about set properties",303
66a51057a123a32824a9a9e0,Covid-Text-Q3,Text,What are your insights and take-aways from the description of this data?,"The dataset reveals a significant variability in symptom prevalence among covid cases, with the most common symptoms having the largest set sizes and substantial overlap between symptoms.",,"High level data observation,Similar observation as set properties,Similar observation as intersection properties",321
66c5d1accc092f147f94b363,Organizations-Text-Q3,Text,What are your insights and take-aways from the description of this data?,"largest set is upu with 225 and the smallest set is saarc with 16. The biggest inserection is UNESCO, Interpol, WHO, UN, and UPU (117).
",,"Low level data observation,Insight about set properties,Insight about intersection properties",388
6658cf093c3b7a255aeae9eb,Organizations-Text-Q3,Text,What are your insights and take-aways from the description of this data?,That there is a lot of organisations that countries are part of and many are part of the same ones,,"Similar observation as intersection properties,High level data observation",216
597fe89a1b41a20001749f57,Tennis-Text-Q3,Text,What are your insights and take-aways from the description of this data?,"I like the description but I prefer having the visualizations too. As for the data itself, this shows it's hard to win all 4 grand slams.",Positive,"Insight about Text Description,Preference on Text and Vis both,High level data observation",18
6681577c9263349cc005ad9b,Covid-Text-Q3,Text,What are your insights and take-aways from the description of this data?,It's not obvious to see the difference between the larger set and the smaller one without seeing the graph,,"Insight about Text Description,Easy to parse information",277
66cdd1ad42828e8da522ddb1,Covid-Text-Q3,Text,What are your insights and take-aways from the description of this data?,Plot tends to be very divergent. Large elements in a set doesn't necessarily mean largest intersection.,,"High level data observation,Similar observation as intersection properties,Similar observation as set properties,similar observation as statistical analysis",408
669eb09f44fd00f288eb8eb6,Organizations-Text-Q3,Text,What are your insights and take-aways from the description of this data?,"This dataset is a bit harder to visualize and understand, given the number of possible intersection and large number of sets",,"Comment about data content,complex data",317
5dff767f69a117bc2fbd4be8,Organizations-Text-Q3,Text,What are your insights and take-aways from the description of this data?,I find the text-only representation quite overwhelming even though it is clear. That slowed me down,Negative,"Insight about Text Description,Slowed down the pace",62
665c72ef8e6e166f13aee9f6,Covid-Text-Q3,Text,What are your insights and take-aways from the description of this data?,confusing,,Confusing,228
659ea43fea7c0cc45bbe771f,Tennis-Text-Q3,Text,What are your insights and take-aways from the description of this data?,The different properties are explained very clearly. It's easy to determine the largest set and intersection. The dataset is well written.,,"Insight about Text Description,Easy to parse information,well written",186
66ba287d1cd394ac6c21a43c,Tennis-Text-Q3,Text,What are your insights and take-aways from the description of this data?,"It contains 4 data sets with total of 208 elements.

Most of the set sizes are roughly equal where the largest is Australia Open.
",,"Low level data observation,Insight about intersection properties,Insight about set properties",342
66bff58ff2d1a5f273431584,Covid-Text-Q3,Text,What are your insights and take-aways from the description of this data?,Text-provided information is easy to parse but do not provide a visualization of relative differences,,"Insight about Text Description,Easy to parse information,visualization of relative differences missing",367
641ecfa9f83175a3d9f63636,Tennis-Text-Q3,Text,What are your insights and take-aways from the description of this data?,"I am a visual person so find the graphs easier to glean the data from. However, I can understand this. There is not much variance with the sets and intersections as compared to the previous data set.",,"Insight about Text Description,Insight about Vis,Preference on Text and Vis both,Preference on Vis,visually sound people prefer vis",167
5f4fc497a3b4320c8928639e,Tennis-Text-Q3,Text,What are your insights and take-aways from the description of this data?,It is harder to quickly understand the data when it is text only.,Negative,"Difficult to parse information,Insight about Text Description",101
5a893c8cf49c9a0001f3a221,Tennis-Text-Q3,Text,What are your insights and take-aways from the description of this data?,This plot showed insights on tennis tournament winners and how many competitors have won the same amount of tournaments.,,High level data observation,28
66becf77a87578f124f8a036,Organizations-Text-Q3,Text,What are your insights and take-aways from the description of this data?,"It was hard to know if there was a ""all-set"" intersection since this was not clearly described. It was easy to identify the largest set which is UPU.",,"Insight about Text Description,Insight about set properties,Low level data observation",363
6664661dece3c191d9dd5ab2,Organizations-Text-Q3,Text,What are your insights and take-aways from the description of this data?,The dataset properties description was confusing,,"Insight about Text Description,Confusing",236
5ed7b0c59a2ae024836e32d5,Covid-Text-Q3,Text,What are your insights and take-aways from the description of this data?,Most covid cases result in fatigue,,"Insight about set properties,Low level data observation",87
5ece9e3b3a19db0cf5af6692,Tennis-Text-Q3,Text,What are your insights and take-aways from the description of this data?,There information is there and understandable but i prefer visual aid.,,Preference on Text and Vis both,82
5ecc0077922a5d0a247e79ac,Tennis-Text-Q3,Text,What are your insights and take-aways from the description of this data?,"In intersection properties, only the 5 largest intersections are shown.",,Insight about Text Description,76
667ae30569196599fa6b0ba9,Tennis-Text-Q3,Text,What are your insights and take-aways from the description of this data?,Easy to understand and read although missing the visual component takes away from the speed you are able to understand the information.,,"Slowed down the pace,Insight about Text Description",273
6655a626a0a93488c8fb143b,Organizations-Text-Q3,Text,What are your insights and take-aways from the description of this data?,most countries are in a lot of international organisations,,"Low level data observation,Similar observation as intersection properties",208
6684089a4c68d1a42da1cfaa,Tennis-Text-Q3,Text,What are your insights and take-aways from the description of this data?,Useful way of displaying a venn diagram needing to include more than 3 sets,,Likes concept format of UpSet plot,286
5955a3eb98c9c400019f5c5f,Tennis-Text-Q3,Text,What are your insights and take-aways from the description of this data?,This was the easiest data to comprehend.,Positive,"Easy data,Comment about data content",13
62bb4c95ca36f792585cb4b5,Covid-Text-Q3,Text,What are your insights and take-aways from the description of this data?,I have a very hard time understanding it. It is hard to follow along.,,"Difficult to parse information,Insight about Text Description",151
60fcd02deba2c8e1ed1f0723,Tennis-Text-Q3,Text,What are your insights and take-aways from the description of this data?,This plot's intersection has a steady decrease.,,"Low level data observation,Insight about intersection properties",122
66bce91186a8da8151c30f61,Covid-Text-Q3,Text,What are your insights and take-aways from the description of this data?,"1. There  are 6 sets
2. The largest set is Fatigue with 1531 elements
3. The smallest set is shortness of breath with 148 elements
4.The largest intersection are Anomia and Fatigue
5.The smallest intersection Anosmia",,"Low level data observation,Insight about set properties",358
6672eb5ae4c4aa0c62b18d46,Organizations-Text-Q3,Text,What are your insights and take-aways from the description of this data?,"The largest international organization IS UPU with the largest overlap with other institutions like UNESCO, Interpol, WHO and UN.",,"Low level data observation,Insight about set properties,Insight about intersection properties",263
66ce0e269e0d2cd124df4887,Tennis-Text-Q3,Text,What are your insights and take-aways from the description of this data?,It's easier to visualize it with pictures rather than plain text.,,"Insight about Text Description,Easy to parse information from vis than only text",412
5aebc4ac75deca00016252ea,Organizations-Text-Q3,Text,What are your insights and take-aways from the description of this data?,To visualise UpSet Data,,,31
653ad51a96ba72b4243e5c07,Covid-Text-Q3,Text,What are your insights and take-aways from the description of this data?,"Imediately this data showcases the most common symptoms are Anosmia and Fatigue, with Fatigue being the most important. However, it is not present in all cases, almost 22 % do not have this symptom. ",,"High level data observation,similar observation as statistical analysis",182
6315ffdb9876ded7feefaf07,Covid-Text-Q3,Text,What are your insights and take-aways from the description of this data?,All the data has been presented but in a less efficient manner than the diagram.,,"less efficient than only vis,Insight about Text Description",157
