participantId,trialId,trialOrder,responseId,status,percentComplete,description,instruction,responsePrompt,answer,correctAnswer,responseMin,responseMax,startTime,endTime,duration,configHash
"38dad450-a303-4a67-9e79-b5387d898538","Covid-Text-Q2","8","voq2","completed","100.00","Content: Text Only","Rate the content:","How well did you understand the information presented?","5","undefined","undefined","undefined","2024-07-31T17:13:32.800Z","2024-07-31T17:13:59.217Z","26417","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"38dad450-a303-4a67-9e79-b5387d898538","Covid-Text-Q2","8","voq3","completed","100.00","Content: Text Only","Rate the content:","How effective was the description of the data at conveying information?","4","undefined","undefined","undefined","2024-07-31T17:13:32.800Z","2024-07-31T17:13:59.217Z","26417","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"38dad450-a303-4a67-9e79-b5387d898538","Covid-Text-Q3","9","voq1","completed","100.00","Content: Text Only","Please answer the following question about the text:","What are your insights and take-aways from the description of this data?","It seems easy to follow along with the numbers and titles; putting the description in a separate section with the title helps a lot.","undefined","undefined","undefined","2024-07-31T17:13:59.228Z","2024-07-31T17:14:59.913Z","60685","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"38dad450-a303-4a67-9e79-b5387d898538","Organizations-Both-Q1","10","voq1","completed","100.00","Content: Text and Visual","Please answer the following questions about the content:","How many sets are there?","8","undefined","0","100","2024-07-31T17:14:59.960Z","2024-07-31T17:16:11.972Z","72012","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"38dad450-a303-4a67-9e79-b5387d898538","Organizations-Both-Q1","10","voq2","completed","100.00","Content: Text and Visual","Please answer the following questions about the content:","What is the largest set?","UPU","undefined","undefined","undefined","2024-07-31T17:14:59.960Z","2024-07-31T17:16:11.972Z","72012","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"38dad450-a303-4a67-9e79-b5387d898538","Organizations-Both-Q1","10","voq3","completed","100.00","Content: Text and Visual","Please answer the following questions about the content:","What is the largest intersection?","Interpol,UN,UNESCO,UPU,WHO","undefined","undefined","undefined","2024-07-31T17:14:59.960Z","2024-07-31T17:16:11.972Z","72012","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"38dad450-a303-4a67-9e79-b5387d898538","Organizations-Both-Q1","10","voq4","completed","100.00","Content: Text and Visual","Please answer the following questions about the content:","How large is the largest intersection?","117","undefined","0","1000000000","2024-07-31T17:14:59.960Z","2024-07-31T17:16:11.972Z","72012","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"38dad450-a303-4a67-9e79-b5387d898538","Organizations-Both-Q1","10","voq5","completed","100.00","Content: Text and Visual","Please answer the following questions about the content:","How many sets make up the largest intersection?","Medium / High order set","undefined","undefined","undefined","2024-07-31T17:14:59.960Z","2024-07-31T17:16:11.972Z","72012","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"38dad450-a303-4a67-9e79-b5387d898538","Organizations-Both-Q1","10","voq6","completed","100.00","Content: Text and Visual","Please answer the following questions about the content:","How similar are the set sizes?","Diverging a lot","undefined","undefined","undefined","2024-07-31T17:14:59.960Z","2024-07-31T17:16:11.972Z","72012","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"38dad450-a303-4a67-9e79-b5387d898538","Organizations-Both-Q1","10","voq7","completed","100.00","Content: Text and Visual","Please answer the following questions about the content:","Is the largest set present in the largest intersection?","1","undefined","undefined","undefined","2024-07-31T17:14:59.960Z","2024-07-31T17:16:11.972Z","72012","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"38dad450-a303-4a67-9e79-b5387d898538","Organizations-Both-Q1","10","voq8","completed","100.00","Content: Text and Visual","Please answer the following questions about the content:","Is the all-set intersection (intersection having all the sets) present? ","2","undefined","undefined","undefined","2024-07-31T17:14:59.960Z","2024-07-31T17:16:11.972Z","72012","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"38dad450-a303-4a67-9e79-b5387d898538","Organizations-Both-Q2","11","voq1","completed","100.00","Content: Text and Visual","Rate the content:","How confident are you in your answers?","5","undefined","undefined","undefined","2024-07-31T17:16:11.999Z","2024-07-31T17:16:20.342Z","8343","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"38dad450-a303-4a67-9e79-b5387d898538","Organizations-Both-Q2","11","voq2","completed","100.00","Content: Text and Visual","Rate the content:","How well did you understand the information presented?","5","undefined","undefined","undefined","2024-07-31T17:16:11.999Z","2024-07-31T17:16:20.342Z","8343","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"38dad450-a303-4a67-9e79-b5387d898538","Organizations-Both-Q2","11","voq3","completed","100.00","Content: Text and Visual","Rate the content:","How effective was the content at conveying information?","5","undefined","undefined","undefined","2024-07-31T17:16:11.999Z","2024-07-31T17:16:20.342Z","8343","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"38dad450-a303-4a67-9e79-b5387d898538","Organizations-Both-Q3","12","voq1","completed","100.00","Content: Text and Visual","Please answer the following question about the content:","What are your insights and take-aways from the plot and the description for this data?","To answer this, I mostly used the charts on the left. I barely look at the description on the right.","undefined","undefined","undefined","2024-07-31T17:16:20.354Z","2024-07-31T17:17:00.858Z","40504","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"38dad450-a303-4a67-9e79-b5387d898538","Tennis-Vis-Q1","13","voq1","completed","100.00","Content: Visualization Only","Please answer the following question about the plot:","How many sets are shown in the upset plot?","4","undefined","0","100","2024-07-31T17:17:00.896Z","2024-07-31T17:17:57.215Z","56319","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"38dad450-a303-4a67-9e79-b5387d898538","Tennis-Vis-Q1","13","voq2","completed","100.00","Content: Visualization Only","Please answer the following question about the plot:","What is the largest set?","Australian","undefined","undefined","undefined","2024-07-31T17:17:00.896Z","2024-07-31T17:17:57.215Z","56319","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"38dad450-a303-4a67-9e79-b5387d898538","Tennis-Vis-Q1","13","voq3","completed","100.00","Content: Visualization Only","Please answer the following question about the plot:","What is the largest intersection?","French Open","undefined","undefined","undefined","2024-07-31T17:17:00.896Z","2024-07-31T17:17:57.215Z","56319","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"38dad450-a303-4a67-9e79-b5387d898538","Tennis-Vis-Q1","13","voq4","completed","100.00","Content: Visualization Only","Please answer the following question about the plot:","How large is the largest intersection?","23","undefined","0","1000000000","2024-07-31T17:17:00.896Z","2024-07-31T17:17:57.215Z","56319","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"38dad450-a303-4a67-9e79-b5387d898538","Tennis-Vis-Q1","13","voq5","completed","100.00","Content: Visualization Only","Please answer the following question about the plot:","How many sets make up the largest intersection?","Independent set","undefined","undefined","undefined","2024-07-31T17:17:00.896Z","2024-07-31T17:17:57.215Z","56319","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"38dad450-a303-4a67-9e79-b5387d898538","Tennis-Vis-Q1","13","voq6","completed","100.00","Content: Visualization Only","Please answer the following question about the plot:","How similar are the set sizes?","Diverging a lot","undefined","undefined","undefined","2024-07-31T17:17:00.896Z","2024-07-31T17:17:57.215Z","56319","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"38dad450-a303-4a67-9e79-b5387d898538","Tennis-Vis-Q1","13","voq7","completed","100.00","Content: Visualization Only","Please answer the following question about the plot:","Is the largest set present in the largest intersection?","2","undefined","undefined","undefined","2024-07-31T17:17:00.896Z","2024-07-31T17:17:57.215Z","56319","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"38dad450-a303-4a67-9e79-b5387d898538","Tennis-Vis-Q1","13","voq8","completed","100.00","Content: Visualization Only","Please answer the following question about the plot:","Is the all-set intersection (intersection having all the sets) present? ","1","undefined","undefined","undefined","2024-07-31T17:17:00.896Z","2024-07-31T17:17:57.215Z","56319","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"38dad450-a303-4a67-9e79-b5387d898538","Tennis-Vis-Q2","14","voq1","completed","100.00","Content: Visualization Only","Rate the content:","How confident are you in your answers?","5","undefined","undefined","undefined","2024-07-31T17:17:57.237Z","2024-07-31T17:18:05.116Z","7879","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"38dad450-a303-4a67-9e79-b5387d898538","Tennis-Vis-Q2","14","voq2","completed","100.00","Content: Visualization Only","Rate the content:","How well did you understand the information presented?","5","undefined","undefined","undefined","2024-07-31T17:17:57.237Z","2024-07-31T17:18:05.116Z","7879","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"38dad450-a303-4a67-9e79-b5387d898538","Tennis-Vis-Q2","14","voq3","completed","100.00","Content: Visualization Only","Rate the content:","How effective was the plot at conveying information?","5","undefined","undefined","undefined","2024-07-31T17:17:57.237Z","2024-07-31T17:18:05.116Z","7879","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"38dad450-a303-4a67-9e79-b5387d898538","Tennis-Vis-Q3","15","voq1","completed","100.00","Content: Visualization Only","Please answer the following question about the chart:","What are your insights and take-aways from this plot for this data?","This has relatively fewer data elements, which makes it easy to find the answers.","undefined","undefined","undefined","2024-07-31T17:18:05.129Z","2024-07-31T17:18:40.893Z","35764","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"38dad450-a303-4a67-9e79-b5387d898538","Post Study Survey","16","q1","completed","100.00","undefined","undefined","Which presentation modality did you find most effective?","Just Visualization","undefined","undefined","undefined","2024-07-31T17:18:41.048Z","2024-07-31T17:20:22.449Z","101401","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"38dad450-a303-4a67-9e79-b5387d898538","Post Study Survey","16","q2","completed","100.00","undefined","undefined","Which condition did you find the least effective?","Just Text Description","undefined","undefined","undefined","2024-07-31T17:18:41.048Z","2024-07-31T17:20:22.449Z","101401","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"38dad450-a303-4a67-9e79-b5387d898538","Post Study Survey","16","q3","completed","100.00","undefined","undefined","If you were to receive information in the future, which format would you prefer?","Text and Visualization Combined","undefined","undefined","undefined","2024-07-31T17:18:41.048Z","2024-07-31T17:20:22.449Z","101401","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"38dad450-a303-4a67-9e79-b5387d898538","Post Study Survey","16","q4","completed","100.00","undefined","undefined","Did you find UpSet plots easy to read?","5","undefined","undefined","undefined","2024-07-31T17:18:41.048Z","2024-07-31T17:20:22.449Z","101401","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"38dad450-a303-4a67-9e79-b5387d898538","Post Study Survey","16","q5","completed","100.00","undefined","undefined","Did you find the text descriptions easy to read?","5","undefined","undefined","undefined","2024-07-31T17:18:41.048Z","2024-07-31T17:20:22.449Z","101401","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"38dad450-a303-4a67-9e79-b5387d898538","Post Study Survey","16","q6","completed","100.00","undefined","undefined","Did you find the text description too short or too long?","4","undefined","undefined","undefined","2024-07-31T17:18:41.048Z","2024-07-31T17:20:22.449Z","101401","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"38dad450-a303-4a67-9e79-b5387d898538","Post Study Survey","16","q7","completed","100.00","undefined","undefined","Please comment on the text descriptions. Did you miss anything in the text description? If yes, do you have suggestions for what should be included?","None","undefined","undefined","undefined","2024-07-31T17:18:41.048Z","2024-07-31T17:20:22.449Z","101401","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"38dad450-a303-4a67-9e79-b5387d898538","Post Study Survey","16","q8","completed","100.00","undefined","undefined","How experienced are you with Data Visualization?","5","undefined","undefined","undefined","2024-07-31T17:18:41.048Z","2024-07-31T17:20:22.449Z","101401","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"38dad450-a303-4a67-9e79-b5387d898538","Post Study Survey","16","q9","completed","100.00","undefined","undefined","Do you have any other comments?","None","undefined","undefined","undefined","2024-07-31T17:18:41.048Z","2024-07-31T17:20:22.449Z","101401","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"6e8e5a42-afc7-4c85-90ea-abe673e557e0","Consent","1","id","completed","100.00","undefined","undefined","Your Prolific ID","Luke","undefined","undefined","undefined","2024-07-31T00:13:32.749Z","2024-07-31T00:24:13.001Z","640252","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"6e8e5a42-afc7-4c85-90ea-abe673e557e0","Consent","1","consent","completed","100.00","undefined","undefined","Do you consent to the study and wish to continue?","yes","undefined","undefined","undefined","2024-07-31T00:13:32.749Z","2024-07-31T00:24:13.001Z","640252","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"6e8e5a42-afc7-4c85-90ea-abe673e557e0","Training 1","3","1","completed","100.00","undefined","Please answer the following questions:","What is the largest set?","Action","Action","undefined","undefined","2024-07-31T00:43:15.865Z","2024-07-31T00:46:36.639Z","200774","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"6e8e5a42-afc7-4c85-90ea-abe673e557e0","Training 1","3","2","completed","100.00","undefined","Please answer the following questions:","What is the largest intersection?","Empty Intersection","Empty Intersection (no sets)","undefined","undefined","2024-07-31T00:43:15.865Z","2024-07-31T00:46:36.639Z","200774","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"6e8e5a42-afc7-4c85-90ea-abe673e557e0","Training 1","3","3","completed","100.00","undefined","Please answer the following questions:","How many sets make up the largest intersection?","No set","It is the empty intersection (no sets)","undefined","undefined","2024-07-31T00:43:15.865Z","2024-07-31T00:46:36.639Z","200774","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"6e8e5a42-afc7-4c85-90ea-abe673e557e0","Training 2","4","1","completed","100.00","undefined","Please answer the following questions:","What is the largest set?","Adventure","Adventure","undefined","undefined","2024-07-31T00:46:36.656Z","2024-07-31T00:48:59.638Z","142982","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"6e8e5a42-afc7-4c85-90ea-abe673e557e0","Training 2","4","2","completed","100.00","undefined","Please answer the following questions:","What is the largest intersection?","Adventure","Adventure","undefined","undefined","2024-07-31T00:46:36.656Z","2024-07-31T00:48:59.638Z","142982","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"6e8e5a42-afc7-4c85-90ea-abe673e557e0","Training 2","4","3","completed","100.00","undefined","Please answer the following questions:","How many sets make up the largest intersection?","Independent set","It is only of a single set.","undefined","undefined","2024-07-31T00:46:36.656Z","2024-07-31T00:48:59.638Z","142982","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"6e8e5a42-afc7-4c85-90ea-abe673e557e0","Training 3","5","1","completed","100.00","undefined","Please answer the following questions:","What is the largest set?","Drama","Drama","undefined","undefined","2024-07-31T00:48:59.654Z","2024-07-31T00:50:58.598Z","118944","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"6e8e5a42-afc7-4c85-90ea-abe673e557e0","Training 3","5","2","completed","100.00","undefined","Please answer the following questions:","What is the largest intersection?","Drama","Drama","undefined","undefined","2024-07-31T00:48:59.654Z","2024-07-31T00:50:58.598Z","118944","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"6e8e5a42-afc7-4c85-90ea-abe673e557e0","Training 3","5","3","completed","100.00","undefined","Please answer the following questions:","How many sets make up the largest intersection?","Independent set","It is only of a single set.","undefined","undefined","2024-07-31T00:48:59.654Z","2024-07-31T00:50:58.598Z","118944","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"6e8e5a42-afc7-4c85-90ea-abe673e557e0","Organizations-Both-Q1","7","voq1","completed","100.00","Content: Text and Visual","Please answer the following questions about the content:","How many sets are there?","18","undefined","0","100","2024-07-31T00:51:01.531Z","2024-07-31T00:52:52.263Z","110732","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"6e8e5a42-afc7-4c85-90ea-abe673e557e0","Organizations-Both-Q1","7","voq2","completed","100.00","Content: Text and Visual","Please answer the following questions about the content:","What is the largest set?","UPU","undefined","undefined","undefined","2024-07-31T00:51:01.531Z","2024-07-31T00:52:52.263Z","110732","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"6e8e5a42-afc7-4c85-90ea-abe673e557e0","Organizations-Both-Q1","7","voq3","completed","100.00","Content: Text and Visual","Please answer the following questions about the content:","What is the largest intersection?","UN,UNESCO,UPU,WHO,Interpol","undefined","undefined","undefined","2024-07-31T00:51:01.531Z","2024-07-31T00:52:52.263Z","110732","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"6e8e5a42-afc7-4c85-90ea-abe673e557e0","Organizations-Both-Q1","7","voq4","completed","100.00","Content: Text and Visual","Please answer the following questions about the content:","How large is the largest intersection?","117","undefined","0","1000000000","2024-07-31T00:51:01.531Z","2024-07-31T00:52:52.263Z","110732","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"6e8e5a42-afc7-4c85-90ea-abe673e557e0","Organizations-Both-Q1","7","voq5","completed","100.00","Content: Text and Visual","Please answer the following questions about the content:","How many sets make up the largest intersection?","Medium / High order set","undefined","undefined","undefined","2024-07-31T00:51:01.531Z","2024-07-31T00:52:52.263Z","110732","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"6e8e5a42-afc7-4c85-90ea-abe673e557e0","Organizations-Both-Q1","7","voq6","completed","100.00","Content: Text and Visual","Please answer the following questions about the content:","How similar are the set sizes?","Diverging a lot","undefined","undefined","undefined","2024-07-31T00:51:01.531Z","2024-07-31T00:52:52.263Z","110732","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"6e8e5a42-afc7-4c85-90ea-abe673e557e0","Organizations-Both-Q1","7","voq7","completed","100.00","Content: Text and Visual","Please answer the following questions about the content:","Is the largest set present in the largest intersection?","1","undefined","undefined","undefined","2024-07-31T00:51:01.531Z","2024-07-31T00:52:52.263Z","110732","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"6e8e5a42-afc7-4c85-90ea-abe673e557e0","Organizations-Both-Q1","7","voq8","completed","100.00","Content: Text and Visual","Please answer the following questions about the content:","Is the all-set intersection (intersection having all the sets) present? ","2","undefined","undefined","undefined","2024-07-31T00:51:01.531Z","2024-07-31T00:52:52.263Z","110732","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"6e8e5a42-afc7-4c85-90ea-abe673e557e0","Organizations-Both-Q2","8","voq1","completed","100.00","Content: Text and Visual","Rate the content:","How confident are you in your answers?","5","undefined","undefined","undefined","2024-07-31T00:52:52.295Z","2024-07-31T00:53:06.245Z","13950","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"6e8e5a42-afc7-4c85-90ea-abe673e557e0","Organizations-Both-Q2","8","voq2","completed","100.00","Content: Text and Visual","Rate the content:","How well did you understand the information presented?","5","undefined","undefined","undefined","2024-07-31T00:52:52.295Z","2024-07-31T00:53:06.245Z","13950","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"6e8e5a42-afc7-4c85-90ea-abe673e557e0","Organizations-Both-Q2","8","voq3","completed","100.00","Content: Text and Visual","Rate the content:","How effective was the content at conveying information?","5","undefined","undefined","undefined","2024-07-31T00:52:52.295Z","2024-07-31T00:53:06.245Z","13950","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"6e8e5a42-afc7-4c85-90ea-abe673e557e0","Organizations-Both-Q3","9","voq1","completed","100.00","Content: Text and Visual","Please answer the following question about the content:","What are your insights and take-aways from the plot and the description for this data?","It was very clear, although maybe color coding would help me identify the largest sets quicker?  Like the largest set is the deepest red, smallest is lightest blue?","undefined","undefined","undefined","2024-07-31T00:53:06.255Z","2024-07-31T00:54:12.971Z","66716","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"6e8e5a42-afc7-4c85-90ea-abe673e557e0","Tennis-Text-Q1","10","voq1","completed","100.00","Content: Text Only","Please answer the following question about the text:","How many sets are shown in the description?","4","undefined","0","100","2024-07-31T00:54:13.005Z","2024-07-31T00:56:16.816Z","123811","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"6e8e5a42-afc7-4c85-90ea-abe673e557e0","Tennis-Text-Q1","10","voq2","completed","100.00","Content: Text Only","Please answer the following question about the text:","What is the largest set?","Australian","undefined","undefined","undefined","2024-07-31T00:54:13.005Z","2024-07-31T00:56:16.816Z","123811","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"6e8e5a42-afc7-4c85-90ea-abe673e557e0","Tennis-Text-Q1","10","voq3","completed","100.00","Content: Text Only","Please answer the following question about the text:","What is the largest intersection?","French Open","undefined","undefined","undefined","2024-07-31T00:54:13.005Z","2024-07-31T00:56:16.816Z","123811","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"6e8e5a42-afc7-4c85-90ea-abe673e557e0","Tennis-Text-Q1","10","voq4","completed","100.00","Content: Text Only","Please answer the following question about the text:","How large is the largest intersection?","23","undefined","0","1000000000","2024-07-31T00:54:13.005Z","2024-07-31T00:56:16.816Z","123811","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"6e8e5a42-afc7-4c85-90ea-abe673e557e0","Tennis-Text-Q1","10","voq5","completed","100.00","Content: Text Only","Please answer the following question about the text:","How many sets make up the largest intersection?","Independent set","undefined","undefined","undefined","2024-07-31T00:54:13.005Z","2024-07-31T00:56:16.816Z","123811","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"6e8e5a42-afc7-4c85-90ea-abe673e557e0","Tennis-Text-Q1","10","voq6","completed","100.00","Content: Text Only","Please answer the following question about the text:","How similar are the set sizes?","Diverging a bit","undefined","undefined","undefined","2024-07-31T00:54:13.005Z","2024-07-31T00:56:16.816Z","123811","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"6e8e5a42-afc7-4c85-90ea-abe673e557e0","Tennis-Text-Q1","10","voq7","completed","100.00","Content: Text Only","Please answer the following question about the text:","Is the largest set present in the largest intersection?","2","undefined","undefined","undefined","2024-07-31T00:54:13.005Z","2024-07-31T00:56:16.816Z","123811","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"6e8e5a42-afc7-4c85-90ea-abe673e557e0","Tennis-Text-Q1","10","voq8","completed","100.00","Content: Text Only","Please answer the following question about the text:","Is the all-set intersection (intersection having all the sets) present? ","2","undefined","undefined","undefined","2024-07-31T00:54:13.005Z","2024-07-31T00:56:16.816Z","123811","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"6e8e5a42-afc7-4c85-90ea-abe673e557e0","Tennis-Text-Q2","11","voq1","completed","100.00","Content: Text Only","Rate the content:","How confident are you in your answers?","5","undefined","undefined","undefined","2024-07-31T00:56:16.833Z","2024-07-31T00:56:41.129Z","24296","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"6e8e5a42-afc7-4c85-90ea-abe673e557e0","Tennis-Text-Q2","11","voq2","completed","100.00","Content: Text Only","Rate the content:","How well did you understand the information presented?","5","undefined","undefined","undefined","2024-07-31T00:56:16.833Z","2024-07-31T00:56:41.129Z","24296","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"6e8e5a42-afc7-4c85-90ea-abe673e557e0","Tennis-Text-Q2","11","voq3","completed","100.00","Content: Text Only","Rate the content:","How effective was the description of the data at conveying information?","3","undefined","undefined","undefined","2024-07-31T00:56:16.833Z","2024-07-31T00:56:41.129Z","24296","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"6e8e5a42-afc7-4c85-90ea-abe673e557e0","Tennis-Text-Q3","12","voq1","completed","100.00","Content: Text Only","Please answer the following question about the text:","What are your insights and take-aways from the description of this data?","The information was difficult to locate immediately, and I mostly used the set properties and intersection properties. it would be helpful to have lists bulletpointed","undefined","undefined","undefined","2024-07-31T00:56:41.146Z","2024-07-31T00:57:41.710Z","60564","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"6e8e5a42-afc7-4c85-90ea-abe673e557e0","Covid-Vis-Q1","13","voq1","completed","100.00","Content: Visualization Only","Please answer the following question about the plot:","How many sets are shown in the upset plot?","6","undefined","0","100","2024-07-31T00:57:41.736Z","2024-07-31T00:59:28.956Z","107220","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"6e8e5a42-afc7-4c85-90ea-abe673e557e0","Covid-Vis-Q1","13","voq2","completed","100.00","Content: Visualization Only","Please answer the following question about the plot:","What is the largest set?","Fatigue","undefined","undefined","undefined","2024-07-31T00:57:41.736Z","2024-07-31T00:59:28.956Z","107220","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"6e8e5a42-afc7-4c85-90ea-abe673e557e0","Covid-Vis-Q1","13","voq3","completed","100.00","Content: Visualization Only","Please answer the following question about the plot:","What is the largest intersection?","Anosmia,Fatigue","undefined","undefined","undefined","2024-07-31T00:57:41.736Z","2024-07-31T00:59:28.956Z","107220","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"6e8e5a42-afc7-4c85-90ea-abe673e557e0","Covid-Vis-Q1","13","voq4","completed","100.00","Content: Visualization Only","Please answer the following question about the plot:","How large is the largest intersection?","281","undefined","0","1000000000","2024-07-31T00:57:41.736Z","2024-07-31T00:59:28.956Z","107220","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"6e8e5a42-afc7-4c85-90ea-abe673e557e0","Covid-Vis-Q1","13","voq5","completed","100.00","Content: Visualization Only","Please answer the following question about the plot:","How many sets make up the largest intersection?","Low set","undefined","undefined","undefined","2024-07-31T00:57:41.736Z","2024-07-31T00:59:28.956Z","107220","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"6e8e5a42-afc7-4c85-90ea-abe673e557e0","Covid-Vis-Q1","13","voq6","completed","100.00","Content: Visualization Only","Please answer the following question about the plot:","How similar are the set sizes?","Diverging a lot","undefined","undefined","undefined","2024-07-31T00:57:41.736Z","2024-07-31T00:59:28.956Z","107220","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"6e8e5a42-afc7-4c85-90ea-abe673e557e0","Covid-Vis-Q1","13","voq7","completed","100.00","Content: Visualization Only","Please answer the following question about the plot:","Is the largest set present in the largest intersection?","1","undefined","undefined","undefined","2024-07-31T00:57:41.736Z","2024-07-31T00:59:28.956Z","107220","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
