participantId,trialId,trialOrder,responseId,status,percentComplete,description,responsePrompt,answer,correctAnswer,responseMin,responseMax,startTime,endTime,duration,dataset
b109c320-1992-4c8a-aac7-51c597f1189c,Covid-Text-Q2,11,voq1,completed,100.0,Content: Text Only,How confident are you in your answers?,4,undefined,undefined,undefined,2024-07-30T04:15:48.893Z,2024-07-30T04:15:57.887Z,8994,Covid Symptoms
b109c320-1992-4c8a-aac7-51c597f1189c,Covid-Text-Q2,11,voq2,completed,100.0,Content: Text Only,How well did you understand the information presented?,5,undefined,undefined,undefined,2024-07-30T04:15:48.893Z,2024-07-30T04:15:57.887Z,8994,Covid Symptoms
b109c320-1992-4c8a-aac7-51c597f1189c,Covid-Text-Q2,11,voq3,completed,100.0,Content: Text Only,How effective was the description of the data at conveying information?,4,undefined,undefined,undefined,2024-07-30T04:15:48.893Z,2024-07-30T04:15:57.887Z,8994,Covid Symptoms
b109c320-1992-4c8a-aac7-51c597f1189c,Covid-Text-Q3,12,voq1,completed,100.0,Content: Text Only,What are your insights and take-aways from the description of this data?,"The sets are highly divergent, with a lot of intersections",undefined,undefined,undefined,2024-07-30T04:15:57.895Z,2024-07-30T04:16:50.146Z,52251,Covid Symptoms
d49479b0-8604-48d3-a3f8-ddc3d6159393,Tennis-Text-Q1,7,voq1,completed,100.0,Content: Text Only,How many sets are shown in the description?,4,undefined,0,100,2024-07-30T19:41:37.470Z,2024-07-30T19:45:17.902Z,220432,Tennis Grand Slam Winners
d49479b0-8604-48d3-a3f8-ddc3d6159393,Tennis-Text-Q1,7,voq2,completed,100.0,Content: Text Only,What is the largest set?,Australian,undefined,undefined,undefined,2024-07-30T19:41:37.470Z,2024-07-30T19:45:17.902Z,220432,Tennis Grand Slam Winners
d49479b0-8604-48d3-a3f8-ddc3d6159393,Tennis-Text-Q1,7,voq3,completed,100.0,Content: Text Only,What is the largest intersection?,French Open,undefined,undefined,undefined,2024-07-30T19:41:37.470Z,2024-07-30T19:45:17.902Z,220432,Tennis Grand Slam Winners
d49479b0-8604-48d3-a3f8-ddc3d6159393,Tennis-Text-Q1,7,voq4,completed,100.0,Content: Text Only,How large is the largest intersection?,23,undefined,0,1000000000,2024-07-30T19:41:37.470Z,2024-07-30T19:45:17.902Z,220432,Tennis Grand Slam Winners
d49479b0-8604-48d3-a3f8-ddc3d6159393,Tennis-Text-Q1,7,voq5,completed,100.0,Content: Text Only,How many sets make up the largest intersection?,Independent set,undefined,undefined,undefined,2024-07-30T19:41:37.470Z,2024-07-30T19:45:17.902Z,220432,Tennis Grand Slam Winners
d49479b0-8604-48d3-a3f8-ddc3d6159393,Tennis-Text-Q1,7,voq6,completed,100.0,Content: Text Only,How similar are the set sizes?,Identical,undefined,undefined,undefined,2024-07-30T19:41:37.470Z,2024-07-30T19:45:17.902Z,220432,Tennis Grand Slam Winners
d49479b0-8604-48d3-a3f8-ddc3d6159393,Tennis-Text-Q1,7,voq7,completed,100.0,Content: Text Only,Is the largest set present in the largest intersection?,2,undefined,undefined,undefined,2024-07-30T19:41:37.470Z,2024-07-30T19:45:17.902Z,220432,Tennis Grand Slam Winners
d49479b0-8604-48d3-a3f8-ddc3d6159393,Tennis-Text-Q1,7,voq8,completed,100.0,Content: Text Only,Is the all-set intersection (intersection having all the sets) present? ,2,undefined,undefined,undefined,2024-07-30T19:41:37.470Z,2024-07-30T19:45:17.902Z,220432,Tennis Grand Slam Winners
d49479b0-8604-48d3-a3f8-ddc3d6159393,Tennis-Text-Q2,8,voq1,completed,100.0,Content: Text Only,How confident are you in your answers?,4,undefined,undefined,undefined,2024-07-30T19:45:17.918Z,2024-07-30T19:45:41.093Z,23175,Tennis Grand Slam Winners
d49479b0-8604-48d3-a3f8-ddc3d6159393,Tennis-Text-Q2,8,voq2,completed,100.0,Content: Text Only,How well did you understand the information presented?,4,undefined,undefined,undefined,2024-07-30T19:45:17.918Z,2024-07-30T19:45:41.093Z,23175,Tennis Grand Slam Winners
d49479b0-8604-48d3-a3f8-ddc3d6159393,Tennis-Text-Q2,8,voq3,completed,100.0,Content: Text Only,How effective was the description of the data at conveying information?,3,undefined,undefined,undefined,2024-07-30T19:45:17.918Z,2024-07-30T19:45:41.093Z,23175,Tennis Grand Slam Winners
d49479b0-8604-48d3-a3f8-ddc3d6159393,Tennis-Text-Q3,9,voq1,completed,100.0,Content: Text Only,What are your insights and take-aways from the description of this data?,"The dataset has 4 sets where the set sizes are roughly equal. The largest sets are clearly mentioned in the Set Properties.  In the Intersection Properties, I was a bit confused about the largest intersections. It is mentioned that there were 15 non-empty intersections, which should have been among the list of the largest intersections present. 
It would have been more insightful if the questionnaires contained some images along with the descriptions. The Help page played a significant role in understanding the concept of the UpSet plots.",undefined,undefined,undefined,2024-07-30T19:45:41.123Z,2024-07-30T19:51:11.255Z,330132,Tennis Grand Slam Winners
