participantId,trialId,trialOrder,responseId,status,percentComplete,description,responsePrompt,answer,correctAnswer,isCorrectlyAnswered,responseMin,responseMax,startTime,endTime,duration,cleaned_times,dataset
6008793f0294554adc85c346,Covid-Both-Q2,8,voq3,completed,100.0,Content: Text and Visual,How effective was the content at conveying information?,3,undefined,undefined,undefined,undefined,2024-08-27T20:09:33.946Z,2024-08-27T20:10:05.439Z,31493,31493,Covid Symptoms
6008793f0294554adc85c346,Covid-Both-Q3,9,voq1,completed,100.0,Content: Text and Visual,What are your insights and take-aways from the plot and the description for this data?,The most common covid symptoms would be fatigue and Anosmia and fatigue would be mostly combined symptoms,undefined,undefined,undefined,undefined,2024-08-27T20:10:05.454Z,2024-08-27T20:12:44.134Z,158680,100158,Covid Symptoms
60188c50141a9415c30301e0,Tennis-Both-Q1,7,voq1,completed,100.0,Content: Text and Visual,How many sets are there?,4,4,True,0,100,2024-08-27T20:14:21.346Z,2024-08-27T20:16:11.966Z,110620,110620,Tennis Grand Slam Winners
60188c50141a9415c30301e0,Tennis-Both-Q1,7,voq2,completed,100.0,Content: Text and Visual,What is the largest set?,Australian,Australian,True,undefined,undefined,2024-08-27T20:14:21.346Z,2024-08-27T20:16:11.966Z,110620,110620,Tennis Grand Slam Winners
60188c50141a9415c30301e0,Tennis-Both-Q1,7,voq3,completed,100.0,Content: Text and Visual,What is the largest intersection?,French Open,French Open,True,undefined,undefined,2024-08-27T20:14:21.346Z,2024-08-27T20:16:11.966Z,110620,110620,Tennis Grand Slam Winners
60188c50141a9415c30301e0,Tennis-Both-Q1,7,voq4,completed,100.0,Content: Text and Visual,How large is the largest intersection?,23,23,True,0,1000000000,2024-08-27T20:14:21.346Z,2024-08-27T20:16:11.966Z,110620,110620,Tennis Grand Slam Winners
60188c50141a9415c30301e0,Tennis-Both-Q1,7,voq5,completed,100.0,Content: Text and Visual,How many sets make up the largest intersection?,It is only of a single set,It is only of a single set,True,undefined,undefined,2024-08-27T20:14:21.346Z,2024-08-27T20:16:11.966Z,110620,110620,Tennis Grand Slam Winners
60188c50141a9415c30301e0,Tennis-Both-Q1,7,voq6,completed,100.0,Content: Text and Visual,How similar are the set sizes?,Roughly equal,Roughly equal,True,undefined,undefined,2024-08-27T20:14:21.346Z,2024-08-27T20:16:11.966Z,110620,110620,Tennis Grand Slam Winners
60188c50141a9415c30301e0,Tennis-Both-Q1,7,voq7,completed,100.0,Content: Text and Visual,Is the largest set present in the largest intersection?,No,No,True,undefined,undefined,2024-08-27T20:14:21.346Z,2024-08-27T20:16:11.966Z,110620,110620,Tennis Grand Slam Winners
60188c50141a9415c30301e0,Tennis-Both-Q1,7,voq8,completed,100.0,Content: Text and Visual,Is the all-set intersection (intersection having all the sets) present? ,Yes,Yes,True,undefined,undefined,2024-08-27T20:14:21.346Z,2024-08-27T20:16:11.966Z,110620,110620,Tennis Grand Slam Winners
60188c50141a9415c30301e0,Tennis-Both-Q2,8,voq1,completed,100.0,Content: Text and Visual,How confident are you in your answers?,4,undefined,undefined,undefined,undefined,2024-08-27T20:16:12.059Z,2024-08-27T20:16:30.197Z,18138,18138,Tennis Grand Slam Winners
60188c50141a9415c30301e0,Tennis-Both-Q2,8,voq2,completed,100.0,Content: Text and Visual,How well did you understand the information presented?,3,undefined,undefined,undefined,undefined,2024-08-27T20:16:12.059Z,2024-08-27T20:16:30.197Z,18138,18138,Tennis Grand Slam Winners
60188c50141a9415c30301e0,Tennis-Both-Q2,8,voq3,completed,100.0,Content: Text and Visual,How effective was the content at conveying information?,4,undefined,undefined,undefined,undefined,2024-08-27T20:16:12.059Z,2024-08-27T20:16:30.197Z,18138,18138,Tennis Grand Slam Winners
60188c50141a9415c30301e0,Tennis-Both-Q3,9,voq1,completed,100.0,Content: Text and Visual,What are your insights and take-aways from the plot and the description for this data?,The greatest take away I have is that tennis open need a larger pool of players; or less dominant ones,undefined,undefined,undefined,undefined,2024-08-27T20:16:30.234Z,2024-08-27T20:17:41.331Z,71097,71097,Tennis Grand Slam Winners
603d90a1cd5c8ec6df906814,Organizations-Both-Q1,7,voq1,completed,100.0,Content: Text and Visual,How many sets are there?,8,8,True,0,100,2024-08-26T22:23:27.561Z,2024-08-26T22:24:27.531Z,59970,59970,International Organizations
603d90a1cd5c8ec6df906814,Organizations-Both-Q1,7,voq2,completed,100.0,Content: Text and Visual,What is the largest set?,UPU,UPU,True,undefined,undefined,2024-08-26T22:23:27.561Z,2024-08-26T22:24:27.531Z,59970,59970,International Organizations
603d90a1cd5c8ec6df906814,Organizations-Both-Q1,7,voq3,completed,100.0,Content: Text and Visual,What is the largest intersection?,"Interpol,UN,UNESCO,UPU,WHO","Interpol,UN,UNESCO,UPU,WHO",True,undefined,undefined,2024-08-26T22:23:27.561Z,2024-08-26T22:24:27.531Z,59970,59970,International Organizations
603d90a1cd5c8ec6df906814,Organizations-Both-Q1,7,voq4,completed,100.0,Content: Text and Visual,How large is the largest intersection?,117,117,True,0,1000000000,2024-08-26T22:23:27.561Z,2024-08-26T22:24:27.531Z,59970,59970,International Organizations
603d90a1cd5c8ec6df906814,Organizations-Both-Q1,7,voq5,completed,100.0,Content: Text and Visual,How many sets make up the largest intersection?,It is the intersection of many sets,It is the intersection of many sets,True,undefined,undefined,2024-08-26T22:23:27.561Z,2024-08-26T22:24:27.531Z,59970,59970,International Organizations
603d90a1cd5c8ec6df906814,Organizations-Both-Q1,7,voq6,completed,100.0,Content: Text and Visual,How similar are the set sizes?,Diverging a lot,Diverging a lot,True,undefined,undefined,2024-08-26T22:23:27.561Z,2024-08-26T22:24:27.531Z,59970,59970,International Organizations
603d90a1cd5c8ec6df906814,Organizations-Both-Q1,7,voq7,completed,100.0,Content: Text and Visual,Is the largest set present in the largest intersection?,Yes,Yes,True,undefined,undefined,2024-08-26T22:23:27.561Z,2024-08-26T22:24:27.531Z,59970,59970,International Organizations
603d90a1cd5c8ec6df906814,Organizations-Both-Q1,7,voq8,completed,100.0,Content: Text and Visual,Is the all-set intersection (intersection having all the sets) present? ,No,No,True,undefined,undefined,2024-08-26T22:23:27.561Z,2024-08-26T22:24:27.531Z,59970,59970,International Organizations
603d90a1cd5c8ec6df906814,Organizations-Both-Q2,8,voq1,completed,100.0,Content: Text and Visual,How confident are you in your answers?,4,undefined,undefined,undefined,undefined,2024-08-26T22:24:27.555Z,2024-08-26T22:24:36.834Z,9279,9279,International Organizations
603d90a1cd5c8ec6df906814,Organizations-Both-Q2,8,voq2,completed,100.0,Content: Text and Visual,How well did you understand the information presented?,4,undefined,undefined,undefined,undefined,2024-08-26T22:24:27.555Z,2024-08-26T22:24:36.834Z,9279,9279,International Organizations
603d90a1cd5c8ec6df906814,Organizations-Both-Q2,8,voq3,completed,100.0,Content: Text and Visual,How effective was the content at conveying information?,4,undefined,undefined,undefined,undefined,2024-08-26T22:24:27.555Z,2024-08-26T22:24:36.834Z,9279,9279,International Organizations
603d90a1cd5c8ec6df906814,Organizations-Both-Q3,9,voq1,completed,100.0,Content: Text and Visual,What are your insights and take-aways from the plot and the description for this data?,"The different international organizations vary a lot in the number of member countries, and there are a lot of intersections (overlap) between members of each international organization.
",undefined,undefined,undefined,undefined,2024-08-26T22:24:36.847Z,2024-08-26T22:26:14.729Z,97882,97882,International Organizations
60fcd02deba2c8e1ed1f0723,Organizations-Both-Q1,7,voq1,completed,100.0,Content: Text and Visual,How many sets are there?,8,8,True,0,100,2024-08-21T21:41:41.289Z,2024-08-21T21:43:20.304Z,99015,99015,International Organizations
60fcd02deba2c8e1ed1f0723,Organizations-Both-Q1,7,voq2,completed,100.0,Content: Text and Visual,What is the largest set?,UPU,UPU,True,undefined,undefined,2024-08-21T21:41:41.289Z,2024-08-21T21:43:20.304Z,99015,99015,International Organizations
60fcd02deba2c8e1ed1f0723,Organizations-Both-Q1,7,voq3,completed,100.0,Content: Text and Visual,What is the largest intersection?,"Interpol,UN,UNESCO,UPU,WHO","Interpol,UN,UNESCO,UPU,WHO",True,undefined,undefined,2024-08-21T21:41:41.289Z,2024-08-21T21:43:20.304Z,99015,99015,International Organizations
60fcd02deba2c8e1ed1f0723,Organizations-Both-Q1,7,voq4,completed,100.0,Content: Text and Visual,How large is the largest intersection?,117,117,True,0,1000000000,2024-08-21T21:41:41.289Z,2024-08-21T21:43:20.304Z,99015,99015,International Organizations
60fcd02deba2c8e1ed1f0723,Organizations-Both-Q1,7,voq5,completed,100.0,Content: Text and Visual,How many sets make up the largest intersection?,It is the intersection of many sets,It is the intersection of many sets,True,undefined,undefined,2024-08-21T21:41:41.289Z,2024-08-21T21:43:20.304Z,99015,99015,International Organizations
60fcd02deba2c8e1ed1f0723,Organizations-Both-Q1,7,voq6,completed,100.0,Content: Text and Visual,How similar are the set sizes?,Diverging a lot,Diverging a lot,True,undefined,undefined,2024-08-21T21:41:41.289Z,2024-08-21T21:43:20.304Z,99015,99015,International Organizations
60fcd02deba2c8e1ed1f0723,Organizations-Both-Q1,7,voq7,completed,100.0,Content: Text and Visual,Is the largest set present in the largest intersection?,Yes,Yes,True,undefined,undefined,2024-08-21T21:41:41.289Z,2024-08-21T21:43:20.304Z,99015,99015,International Organizations
60fcd02deba2c8e1ed1f0723,Organizations-Both-Q1,7,voq8,completed,100.0,Content: Text and Visual,Is the all-set intersection (intersection having all the sets) present? ,No,No,True,undefined,undefined,2024-08-21T21:41:41.289Z,2024-08-21T21:43:20.304Z,99015,99015,International Organizations
60fcd02deba2c8e1ed1f0723,Organizations-Both-Q2,8,voq1,completed,100.0,Content: Text and Visual,How confident are you in your answers?,5,undefined,undefined,undefined,undefined,2024-08-21T21:43:20.320Z,2024-08-21T21:43:33.552Z,13232,13232,International Organizations
60fcd02deba2c8e1ed1f0723,Organizations-Both-Q2,8,voq2,completed,100.0,Content: Text and Visual,How well did you understand the information presented?,5,undefined,undefined,undefined,undefined,2024-08-21T21:43:20.320Z,2024-08-21T21:43:33.552Z,13232,13232,International Organizations
60fcd02deba2c8e1ed1f0723,Organizations-Both-Q2,8,voq3,completed,100.0,Content: Text and Visual,How effective was the content at conveying information?,5,undefined,undefined,undefined,undefined,2024-08-21T21:43:20.320Z,2024-08-21T21:43:33.552Z,13232,13232,International Organizations
60fcd02deba2c8e1ed1f0723,Organizations-Both-Q3,9,voq1,completed,100.0,Content: Text and Visual,What are your insights and take-aways from the plot and the description for this data?,"The UpSet shows that most of the member countries are in the organizations of Interpol, UN, UNESCO, UPU, and WHO. The plot has a vast difference in descending order. It has an uneven trend with a peak of 117 and the least of 1. ",undefined,undefined,undefined,undefined,2024-08-21T21:43:33.560Z,2024-08-21T21:48:42.720Z,309160,309160,International Organizations
61080d1c39e080da7841eade,Tennis-Both-Q1,13,voq1,completed,100.0,Content: Text and Visual,How many sets are there?,4,4,True,0,100,2024-08-21T21:59:59.676Z,2024-08-21T22:00:36.904Z,37228,37228,Tennis Grand Slam Winners
61080d1c39e080da7841eade,Tennis-Both-Q1,13,voq2,completed,100.0,Content: Text and Visual,What is the largest set?,Australian,Australian,True,undefined,undefined,2024-08-21T21:59:59.676Z,2024-08-21T22:00:36.904Z,37228,37228,Tennis Grand Slam Winners
61080d1c39e080da7841eade,Tennis-Both-Q1,13,voq3,completed,100.0,Content: Text and Visual,What is the largest intersection?,French Open,French Open,True,undefined,undefined,2024-08-21T21:59:59.676Z,2024-08-21T22:00:36.904Z,37228,37228,Tennis Grand Slam Winners
61080d1c39e080da7841eade,Tennis-Both-Q1,13,voq4,completed,100.0,Content: Text and Visual,How large is the largest intersection?,23,23,True,0,1000000000,2024-08-21T21:59:59.676Z,2024-08-21T22:00:36.904Z,37228,37228,Tennis Grand Slam Winners
61080d1c39e080da7841eade,Tennis-Both-Q1,13,voq5,completed,100.0,Content: Text and Visual,How many sets make up the largest intersection?,It is only of a single set,It is only of a single set,True,undefined,undefined,2024-08-21T21:59:59.676Z,2024-08-21T22:00:36.904Z,37228,37228,Tennis Grand Slam Winners
61080d1c39e080da7841eade,Tennis-Both-Q1,13,voq6,completed,100.0,Content: Text and Visual,How similar are the set sizes?,Diverging a lot,Roughly equal,False,undefined,undefined,2024-08-21T21:59:59.676Z,2024-08-21T22:00:36.904Z,37228,37228,Tennis Grand Slam Winners
61080d1c39e080da7841eade,Tennis-Both-Q1,13,voq7,completed,100.0,Content: Text and Visual,Is the largest set present in the largest intersection?,No,No,True,undefined,undefined,2024-08-21T21:59:59.676Z,2024-08-21T22:00:36.904Z,37228,37228,Tennis Grand Slam Winners
61080d1c39e080da7841eade,Tennis-Both-Q1,13,voq8,completed,100.0,Content: Text and Visual,Is the all-set intersection (intersection having all the sets) present? ,Yes,Yes,True,undefined,undefined,2024-08-21T21:59:59.676Z,2024-08-21T22:00:36.904Z,37228,37228,Tennis Grand Slam Winners
61080d1c39e080da7841eade,Tennis-Both-Q2,14,voq1,completed,100.0,Content: Text and Visual,How confident are you in your answers?,3,undefined,undefined,undefined,undefined,2024-08-21T22:00:36.942Z,2024-08-21T22:00:43.414Z,6472,6472,Tennis Grand Slam Winners
61080d1c39e080da7841eade,Tennis-Both-Q2,14,voq2,completed,100.0,Content: Text and Visual,How well did you understand the information presented?,4,undefined,undefined,undefined,undefined,2024-08-21T22:00:36.942Z,2024-08-21T22:00:43.414Z,6472,6472,Tennis Grand Slam Winners
61080d1c39e080da7841eade,Tennis-Both-Q2,14,voq3,completed,100.0,Content: Text and Visual,How effective was the content at conveying information?,5,undefined,undefined,undefined,undefined,2024-08-21T22:00:36.942Z,2024-08-21T22:00:43.414Z,6472,6472,Tennis Grand Slam Winners
61080d1c39e080da7841eade,Tennis-Both-Q3,15,voq1,completed,100.0,Content: Text and Visual,What are your insights and take-aways from the plot and the description for this data?,"There is a decent amount of variance in the winner amount between tournaments.  But, there are some very good players, as shown by the intersection of all 4.",undefined,undefined,undefined,undefined,2024-08-21T22:00:43.434Z,2024-08-21T22:01:40.799Z,57365,57365,Tennis Grand Slam Winners
610f7244c65ae4e57858a700,Covid-Both-Q1,7,voq1,completed,100.0,Content: Text and Visual,How many sets are there?,6,6,True,0,100,2024-08-28T20:30:04.683Z,2024-08-28T20:32:15.451Z,130768,130768,Covid Symptoms
610f7244c65ae4e57858a700,Covid-Both-Q1,7,voq2,completed,100.0,Content: Text and Visual,What is the largest set?,Fatigue,Fatigue,True,undefined,undefined,2024-08-28T20:30:04.683Z,2024-08-28T20:32:15.451Z,130768,130768,Covid Symptoms
610f7244c65ae4e57858a700,Covid-Both-Q1,7,voq3,completed,100.0,Content: Text and Visual,What is the largest intersection?,"Anosmia,Fatigue","Anosmia,Fatigue",True,undefined,undefined,2024-08-28T20:30:04.683Z,2024-08-28T20:32:15.451Z,130768,130768,Covid Symptoms
610f7244c65ae4e57858a700,Covid-Both-Q1,7,voq4,completed,100.0,Content: Text and Visual,How large is the largest intersection?,281,281,True,0,1000000000,2024-08-28T20:30:04.683Z,2024-08-28T20:32:15.451Z,130768,130768,Covid Symptoms
610f7244c65ae4e57858a700,Covid-Both-Q1,7,voq5,completed,100.0,Content: Text and Visual,How many sets make up the largest intersection?,It is the intersection of 2-3 sets,It is the intersection of 2-3 sets,True,undefined,undefined,2024-08-28T20:30:04.683Z,2024-08-28T20:32:15.451Z,130768,130768,Covid Symptoms
610f7244c65ae4e57858a700,Covid-Both-Q1,7,voq6,completed,100.0,Content: Text and Visual,How similar are the set sizes?,Diverging a lot,Diverging a lot,True,undefined,undefined,2024-08-28T20:30:04.683Z,2024-08-28T20:32:15.451Z,130768,130768,Covid Symptoms
610f7244c65ae4e57858a700,Covid-Both-Q1,7,voq7,completed,100.0,Content: Text and Visual,Is the largest set present in the largest intersection?,Yes,Yes,True,undefined,undefined,2024-08-28T20:30:04.683Z,2024-08-28T20:32:15.451Z,130768,130768,Covid Symptoms
610f7244c65ae4e57858a700,Covid-Both-Q1,7,voq8,completed,100.0,Content: Text and Visual,Is the all-set intersection (intersection having all the sets) present? ,Yes,Yes,True,undefined,undefined,2024-08-28T20:30:04.683Z,2024-08-28T20:32:15.451Z,130768,130768,Covid Symptoms
610f7244c65ae4e57858a700,Covid-Both-Q2,8,voq1,completed,100.0,Content: Text and Visual,How confident are you in your answers?,5,undefined,undefined,undefined,undefined,2024-08-28T20:32:15.503Z,2024-08-28T20:32:26.813Z,11310,11310,Covid Symptoms
610f7244c65ae4e57858a700,Covid-Both-Q2,8,voq2,completed,100.0,Content: Text and Visual,How well did you understand the information presented?,5,undefined,undefined,undefined,undefined,2024-08-28T20:32:15.503Z,2024-08-28T20:32:26.813Z,11310,11310,Covid Symptoms
610f7244c65ae4e57858a700,Covid-Both-Q2,8,voq3,completed,100.0,Content: Text and Visual,How effective was the content at conveying information?,5,undefined,undefined,undefined,undefined,2024-08-28T20:32:15.503Z,2024-08-28T20:32:26.813Z,11310,11310,Covid Symptoms
610f7244c65ae4e57858a700,Covid-Both-Q3,9,voq1,completed,100.0,Content: Text and Visual,What are your insights and take-aways from the plot and the description for this data?,"The plot seems like a lot at first glance, but is easy to see the amount of each symptom and combination of symptoms. The description is straight to the point and clearly tells me the info from the plot.",undefined,undefined,undefined,undefined,2024-08-28T20:32:26.841Z,2024-08-28T20:35:26.486Z,179645,179645,Covid Symptoms
611116ac01f43eeeb3cdeff3,Organizations-Both-Q1,13,voq1,completed,100.0,Content: Text and Visual,How many sets are there?,18,8,True,0,100,2024-08-21T21:43:37.474Z,2024-08-21T21:45:01.018Z,83544,83544,International Organizations
611116ac01f43eeeb3cdeff3,Organizations-Both-Q1,13,voq2,completed,100.0,Content: Text and Visual,What is the largest set?,UPU,UPU,True,undefined,undefined,2024-08-21T21:43:37.474Z,2024-08-21T21:45:01.018Z,83544,83544,International Organizations
611116ac01f43eeeb3cdeff3,Organizations-Both-Q1,13,voq3,completed,100.0,Content: Text and Visual,What is the largest intersection?,"UNESCO,Interpol,UN,WHO,UPU","Interpol,UN,UNESCO,UPU,WHO",True,undefined,undefined,2024-08-21T21:43:37.474Z,2024-08-21T21:45:01.018Z,83544,83544,International Organizations
611116ac01f43eeeb3cdeff3,Organizations-Both-Q1,13,voq4,completed,100.0,Content: Text and Visual,How large is the largest intersection?,117,117,True,0,1000000000,2024-08-21T21:43:37.474Z,2024-08-21T21:45:01.018Z,83544,83544,International Organizations
611116ac01f43eeeb3cdeff3,Organizations-Both-Q1,13,voq5,completed,100.0,Content: Text and Visual,How many sets make up the largest intersection?,It is the intersection of many sets,It is the intersection of many sets,True,undefined,undefined,2024-08-21T21:43:37.474Z,2024-08-21T21:45:01.018Z,83544,83544,International Organizations
611116ac01f43eeeb3cdeff3,Organizations-Both-Q1,13,voq6,completed,100.0,Content: Text and Visual,How similar are the set sizes?,Diverging a lot,Diverging a lot,True,undefined,undefined,2024-08-21T21:43:37.474Z,2024-08-21T21:45:01.018Z,83544,83544,International Organizations
611116ac01f43eeeb3cdeff3,Organizations-Both-Q1,13,voq7,completed,100.0,Content: Text and Visual,Is the largest set present in the largest intersection?,Yes,Yes,True,undefined,undefined,2024-08-21T21:43:37.474Z,2024-08-21T21:45:01.018Z,83544,83544,International Organizations
611116ac01f43eeeb3cdeff3,Organizations-Both-Q1,13,voq8,completed,100.0,Content: Text and Visual,Is the all-set intersection (intersection having all the sets) present? ,No,No,True,undefined,undefined,2024-08-21T21:43:37.474Z,2024-08-21T21:45:01.018Z,83544,83544,International Organizations
611116ac01f43eeeb3cdeff3,Organizations-Both-Q2,14,voq1,completed,100.0,Content: Text and Visual,How confident are you in your answers?,3,undefined,undefined,undefined,undefined,2024-08-21T21:45:01.035Z,2024-08-21T21:45:07.767Z,6732,6732,International Organizations
611116ac01f43eeeb3cdeff3,Organizations-Both-Q2,14,voq2,completed,100.0,Content: Text and Visual,How well did you understand the information presented?,4,undefined,undefined,undefined,undefined,2024-08-21T21:45:01.035Z,2024-08-21T21:45:07.767Z,6732,6732,International Organizations
611116ac01f43eeeb3cdeff3,Organizations-Both-Q2,14,voq3,completed,100.0,Content: Text and Visual,How effective was the content at conveying information?,4,undefined,undefined,undefined,undefined,2024-08-21T21:45:01.035Z,2024-08-21T21:45:07.767Z,6732,6732,International Organizations
611116ac01f43eeeb3cdeff3,Organizations-Both-Q3,15,voq1,completed,100.0,Content: Text and Visual,What are your insights and take-aways from the plot and the description for this data?,There is a lot of variation between the international organizations and the countries that are involved with them.,undefined,undefined,undefined,undefined,2024-08-21T21:45:07.778Z,2024-08-21T21:45:48.968Z,41190,41190,International Organizations
6131597390b9cf1cfc3e8a76,Covid-Both-Q1,13,voq1,completed,100.0,Content: Text and Visual,How many sets are there?,6,6,True,0,100,2024-08-28T20:43:46.675Z,2024-08-28T20:46:47.071Z,180396,180396,Covid Symptoms
6131597390b9cf1cfc3e8a76,Covid-Both-Q1,13,voq2,completed,100.0,Content: Text and Visual,What is the largest set?,Fatigue,Fatigue,True,undefined,undefined,2024-08-28T20:43:46.675Z,2024-08-28T20:46:47.071Z,180396,180396,Covid Symptoms
6131597390b9cf1cfc3e8a76,Covid-Both-Q1,13,voq3,completed,100.0,Content: Text and Visual,What is the largest intersection?,"Anosmia,Fatigue","Anosmia,Fatigue",True,undefined,undefined,2024-08-28T20:43:46.675Z,2024-08-28T20:46:47.071Z,180396,180396,Covid Symptoms
6131597390b9cf1cfc3e8a76,Covid-Both-Q1,13,voq4,completed,100.0,Content: Text and Visual,How large is the largest intersection?,281,281,True,0,1000000000,2024-08-28T20:43:46.675Z,2024-08-28T20:46:47.071Z,180396,180396,Covid Symptoms
6131597390b9cf1cfc3e8a76,Covid-Both-Q1,13,voq5,completed,100.0,Content: Text and Visual,How many sets make up the largest intersection?,It is the intersection of 2-3 sets,It is the intersection of 2-3 sets,True,undefined,undefined,2024-08-28T20:43:46.675Z,2024-08-28T20:46:47.071Z,180396,180396,Covid Symptoms
6131597390b9cf1cfc3e8a76,Covid-Both-Q1,13,voq6,completed,100.0,Content: Text and Visual,How similar are the set sizes?,Diverging a lot,Diverging a lot,True,undefined,undefined,2024-08-28T20:43:46.675Z,2024-08-28T20:46:47.071Z,180396,180396,Covid Symptoms
6131597390b9cf1cfc3e8a76,Covid-Both-Q1,13,voq7,completed,100.0,Content: Text and Visual,Is the largest set present in the largest intersection?,Yes,Yes,True,undefined,undefined,2024-08-28T20:43:46.675Z,2024-08-28T20:46:47.071Z,180396,180396,Covid Symptoms
6131597390b9cf1cfc3e8a76,Covid-Both-Q1,13,voq8,completed,100.0,Content: Text and Visual,Is the all-set intersection (intersection having all the sets) present? ,Yes,Yes,True,undefined,undefined,2024-08-28T20:43:46.675Z,2024-08-28T20:46:47.071Z,180396,180396,Covid Symptoms
6131597390b9cf1cfc3e8a76,Covid-Both-Q2,14,voq1,completed,100.0,Content: Text and Visual,How confident are you in your answers?,5,undefined,undefined,undefined,undefined,2024-08-28T20:46:47.096Z,2024-08-28T20:46:53.363Z,6267,6267,Covid Symptoms
6131597390b9cf1cfc3e8a76,Covid-Both-Q2,14,voq2,completed,100.0,Content: Text and Visual,How well did you understand the information presented?,5,undefined,undefined,undefined,undefined,2024-08-28T20:46:47.096Z,2024-08-28T20:46:53.363Z,6267,6267,Covid Symptoms
6131597390b9cf1cfc3e8a76,Covid-Both-Q2,14,voq3,completed,100.0,Content: Text and Visual,How effective was the content at conveying information?,5,undefined,undefined,undefined,undefined,2024-08-28T20:46:47.096Z,2024-08-28T20:46:53.363Z,6267,6267,Covid Symptoms
6131597390b9cf1cfc3e8a76,Covid-Both-Q3,15,voq1,completed,100.0,Content: Text and Visual,What are your insights and take-aways from the plot and the description for this data?,The combination of the text data and the visual graph is the most easy to understand in my opinion providing most of the answers with a cursory glance but also providing the other answers with a bit deeper of a look,undefined,undefined,undefined,undefined,2024-08-28T20:46:53.372Z,2024-08-28T20:47:58.550Z,65178,65178,Covid Symptoms
628254ec789e78a3dcd22d99,Organizations-Both-Q1,10,voq1,completed,100.0,Content: Text and Visual,How many sets are there?,18,8,True,0,100,2024-08-21T21:47:46.322Z,2024-08-21T21:49:18.981Z,92659,92659,International Organizations
628254ec789e78a3dcd22d99,Organizations-Both-Q1,10,voq2,completed,100.0,Content: Text and Visual,What is the largest set?,UPU,UPU,True,undefined,undefined,2024-08-21T21:47:46.322Z,2024-08-21T21:49:18.981Z,92659,92659,International Organizations
628254ec789e78a3dcd22d99,Organizations-Both-Q1,10,voq3,completed,100.0,Content: Text and Visual,What is the largest intersection?,"UNESCO,Interpol,WHO,UN,UPU","Interpol,UN,UNESCO,UPU,WHO",True,undefined,undefined,2024-08-21T21:47:46.322Z,2024-08-21T21:49:18.981Z,92659,92659,International Organizations
628254ec789e78a3dcd22d99,Organizations-Both-Q1,10,voq4,completed,100.0,Content: Text and Visual,How large is the largest intersection?,117,117,True,0,1000000000,2024-08-21T21:47:46.322Z,2024-08-21T21:49:18.981Z,92659,92659,International Organizations
628254ec789e78a3dcd22d99,Organizations-Both-Q1,10,voq5,completed,100.0,Content: Text and Visual,How many sets make up the largest intersection?,It is the intersection of many sets,It is the intersection of many sets,True,undefined,undefined,2024-08-21T21:47:46.322Z,2024-08-21T21:49:18.981Z,92659,92659,International Organizations
628254ec789e78a3dcd22d99,Organizations-Both-Q1,10,voq6,completed,100.0,Content: Text and Visual,How similar are the set sizes?,Diverging a lot,Diverging a lot,True,undefined,undefined,2024-08-21T21:47:46.322Z,2024-08-21T21:49:18.981Z,92659,92659,International Organizations
628254ec789e78a3dcd22d99,Organizations-Both-Q1,10,voq7,completed,100.0,Content: Text and Visual,Is the largest set present in the largest intersection?,Yes,Yes,True,undefined,undefined,2024-08-21T21:47:46.322Z,2024-08-21T21:49:18.981Z,92659,92659,International Organizations
628254ec789e78a3dcd22d99,Organizations-Both-Q1,10,voq8,completed,100.0,Content: Text and Visual,Is the all-set intersection (intersection having all the sets) present? ,No,No,True,undefined,undefined,2024-08-21T21:47:46.322Z,2024-08-21T21:49:18.981Z,92659,92659,International Organizations
628254ec789e78a3dcd22d99,Organizations-Both-Q2,11,voq1,completed,100.0,Content: Text and Visual,How confident are you in your answers?,5,undefined,undefined,undefined,undefined,2024-08-21T21:49:19.015Z,2024-08-21T21:49:22.472Z,3457,3457,International Organizations
628254ec789e78a3dcd22d99,Organizations-Both-Q2,11,voq2,completed,100.0,Content: Text and Visual,How well did you understand the information presented?,5,undefined,undefined,undefined,undefined,2024-08-21T21:49:19.015Z,2024-08-21T21:49:22.472Z,3457,3457,International Organizations
628254ec789e78a3dcd22d99,Organizations-Both-Q2,11,voq3,completed,100.0,Content: Text and Visual,How effective was the content at conveying information?,5,undefined,undefined,undefined,undefined,2024-08-21T21:49:19.015Z,2024-08-21T21:49:22.472Z,3457,3457,International Organizations
628254ec789e78a3dcd22d99,Organizations-Both-Q3,12,voq1,completed,100.0,Content: Text and Visual,What are your insights and take-aways from the plot and the description for this data?,"There's very few international organizations, and every seems to belong to the same one five different times. ",undefined,undefined,undefined,undefined,2024-08-21T21:49:22.485Z,2024-08-21T21:50:05.938Z,43453,43453,International Organizations
62bb4c95ca36f792585cb4b5,Organizations-Both-Q1,10,voq1,completed,100.0,Content: Text and Visual,How many sets are there?,18,8,True,0,100,2024-08-21T21:41:08.320Z,2024-08-21T21:43:10.217Z,121897,121897,International Organizations
62bb4c95ca36f792585cb4b5,Organizations-Both-Q1,10,voq2,completed,100.0,Content: Text and Visual,What is the largest set?,UPU,UPU,True,undefined,undefined,2024-08-21T21:41:08.320Z,2024-08-21T21:43:10.217Z,121897,121897,International Organizations
62bb4c95ca36f792585cb4b5,Organizations-Both-Q1,10,voq3,completed,100.0,Content: Text and Visual,What is the largest intersection?,"UNESCO,Interpol,WHO,UN,UPU","Interpol,UN,UNESCO,UPU,WHO",True,undefined,undefined,2024-08-21T21:41:08.320Z,2024-08-21T21:43:10.217Z,121897,121897,International Organizations
